Article,Category,"Name English","Description English","Name French","Description French","Name Dutch","Description Dutch",Status,"Purchase price",Price,"Old price","Tax rate",Units,Inventory,Weight,"EAN code",Condition,Home,"Web address"
"Youth pants 25 kg",Kids,"Youth pants 25kg. 4,60 €/kg","Pantalon pour jeunes 25kg. 4,60 €/kg","Broeken voor jeugd 25kg. 4,60 €/kg","This article contains pants for youth. (+12 years until size Small)&nbsp;<div>They are all different sizes and models.</div><div>Available to ship or pick up, usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 4,60 €/kg.</div>","Cet article contient des pantalons pour les jeunes. (+12 ans jusqu'à la taille Small)<div>Ils sont tous de tailles et de modèles différents.</div><div>Disponible pour expédier ou ramasser, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 4,60 €/kg.</div>","Dit artikel bevat een broek voor de jeugd. (+12 jaar tot maat Small)<div>Ze zijn allemaal verschillende maten en modellen.</div><div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 4,60 €/kg.</div>",Available,0,115,135,21,,2,25,,Used,No,kids/youth-pants-25kg-4-60-eur/kg
"Ladies leggings cream 25 kg",Ladies,"Ladies leggings cream 25kg. 6,80 €/kg","Legging femme crème 25kg. 6,80 €/kg","Vrouwen leggings creme 25kg.  6,80 €/kg","This article contains various spring/summer leggings and slim pants cream quality for woman.&nbsp;<div>They are all different sizes and models.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25<span style=\"font-size: 1em;\">&nbsp;kg.&nbsp;</span></div><div>Price is 6,80 €/kg.</div>","Cet article contient différents leggings printemps/été et pantalons slim qualité crème pour femme.<div>Ils sont tous de tailles et de modèles différents.</div><div>Peut être disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 6,80 €/kg.</div>","Dit artikel bevat verschillende lente/zomer-leggings en strakke broeken creme kwaliteit<span style=\"font-size: 1em;\">&nbsp;voor dames.</span><div><div>Het zijn allemaal verschillende maten en modellen.</div><div>Kan beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 6,80 €/kg.</div></div>",Available,0,170,180,21,,1,25,,Used,No,ladies/ladies-leggings-cream-25kg-6-80-eur/kg
"Summer ladies mix 25 kg","Pre-sorted mixed","Summer ladies mix 25kg.      3,60 €/kg.","Mélange d'été femmes 25kg.      3,60 €/kg.","Zomer dames mix 25kg.      3,60 €/kg.","<div>Summer ladies mix clothes good quality for shop with mixed qualities with cream NO B.GRADE.</div><div>100% of the product is suitable for appraisal and in-store sales.</div><div>Can be available to ship or pick up three working days after receiving payment.</div><div>This contains the following items:</div><div><span style=\"font-size: 1em;\">Dresses, skirts, shirts, t-shirts, pants, shorts, etc.</span></div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,60 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","<div>Vêtements d'été mixtes pour femmes de bonne qualité pour le magasin avec qualité mélangé avec crème PAS DE TROISIÈME CHOIX.</div><div>100% du produit est adapté à l'évaluation et à la vente en magasin.</div><div>Peut être disponible pour être expédié ou ramassé trois jours ouvrables après réception du paiement.</div><div>Cela contient les articles suivants:</div><div>Robes, jupes, chemises, t-shirts, pantalons, shorts, etc.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 3,60 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div>","<div>Zomer dames mix kleding van goede kwaliteit voor winkel met gemengde kwaliteiten met crème GEEN DERDE KEUS.</div><div>100% van het product is geschikt voor taxatie en verkoop in de winkel.</div><div>Kan beschikbaar voor verzending of afhaling een drie werkdagen na ontvangst van betaling.</div><div>Dit bevat namelijk volgende artikelen:</div><div>Jurken, rokken, overhemden, t-shirts, broeken, shorts, enz.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 3,60 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Denk je dat het te duur is?
</div><div>Zie de volgende artikelen.
</div><div><br /></div>",Available,0,90.00,100.00,21,,10,25,,Used,No,pre-sorted-mixed/summer-ladies-mix-25kg-3-60-eur/k
"Children summer mix A. 25 kg",Kids,"Children summer mix A. 25kg 3,25 €/kg","Mélange enfants d'été A. 25kg 3,25 €/kg","Kinderen zomer mix A. 25kg. 3,25 €/kg","<div>Summer children mix clothes good quality for shop Grade A.</div><div>This contains the following articles:</div><div>T-shirts, dresses, skirts, pants, short, blouses, baby clothing, etc.</div><div>Available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,25 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles. 
</div><div>
</div><div><a href=\"https://www.ukfashionshop.be/kids/children-summer-mix-cream-25kg-7-78-eur/kg\"><img src=\"/shops/ukfashionshop/cms/a-233-233.png\" alt=\"Clidrem summer mix chem\" /></a><br /></div>","<div>Les enfants d'été mélangent des vêtements de bonne qualité pour faire du shopping grade A.</div><div>Il contient les articles suivants:</div><div>T-shirts, robes, jupes, pantalons, shorts, chemisiers, vêtements pour bébés, etc.</div><div>Disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,25 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants. 
</div><div> 
</div><div><br /></div><div><br /></div>","<div>Zomer kinderen mix kleding van goede kwaliteit voor winkel grade A.</div><div>Dit bevat de volgende artikelen:</div><div>T-shirts, jurken, rokken, broeken, korte broeken, babykleding, enz.</div><div>Beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,25 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.
</div><div><br /></div>",Available,0,81.25,,21,,7,25,,Used,No,kids/children-summer-mix-a-25kg-3-25-eur/kg
"Fleece 20 kg",Adult,"fleece 20kg.     3,15 €/kg","fleece 20kg.     3,15 €/kg","fleece 20kg.     3,15 €/kg","Adult fleece good quality for shop.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 20 kg. so the purchase per bag of 20 kg.&nbsp;</div><div>Price is 3,15 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Adult fleece de bonne qualité pour le magasin.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 20 kg. donc l'achat par sac de 20 kg.&nbsp;</div><div>Le prix est de 3,15 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Adult fleece van goede kwaliteit voor winkel.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 20 kg. dus de aankoop per zak van 20 kg. &nbsp;</div><div>Prijs is 3,15 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,63.00,82.00,21,,10,20,,Used,No,adult/fleece-20kg-3-15-eur/kg
"Fleece A. 20 kg",Adult,"Adult fleece grade A. 20kg.     0,95 €/kg","Toison adulte de classe A. 20kg.     0,95 €/kg","Volwassen fleece klasse A. 20kg.     0,95 €/kg","Adult fleece grade A. good quality for shop.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 20 kg. so the purchase per bag of 20 kg.&nbsp;</div><div>Price is 0,95 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Toison adulte de classe A. de bonne qualité pour le magasin.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 20 kg. donc l'achat par sac de 20 kg.&nbsp;</div><div>Le prix est de 0,95 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Volwassen fleece klasse A. van goede kwaliteit voor winkel.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 20 kg. dus de aankoop per zak van 20 kg. &nbsp;</div><div>Prijs is 0,95 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,19.00,35.00,21,,9,20,,Used,No,adult/adult-fleece-grade-a-20kg-1-20-eur/kg
"Men spring/summer pants A. 25 kg",Men,"Men pants A. 25kg.  2,60 €/kg","Pantalon homme 25kg. 2,60 €/kg","Heren broeken A. 25kg. 2,60 €/kg","This article contains various spring/summer pants grade A. for men.&nbsp;<div>They are all different sizes and models.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 2,60 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div><div><br /></div>","Cet article contient différents pantalons printemps/été grade A. pour hommes.<div>Ils sont tous de tailles et de modèles différents.</div><div>Peut être disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 2,60<span style=\"font-size: 1em;\">&nbsp;€/kg.</span></div><div><span style=\"font-size: 1em;\"><br /></span></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><span style=\"font-size: 1em;\"><br /></span></div>","Dit artikel bevat verschillende lente/zomer broeken grade A. voor heren.<div>Ze zijn allemaal verschillende maten en modellen.</div><div>Kan beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 2,60 €/kg.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,65.00,80.00,21,,1,25,,Used,No,men/men-pants-a-25kg-2-60-eur/kg
"Summer children mix. 25 kg","Pre-sorted mixed","Summer children mix 25kg.      4,32 €/kg","Enfants d'été mix 25kg.    4,32 €/kg","Zomer kinderen mix 25kg.      4,32 €/kg","<div>Children summer mix clothes good quality for shop with mixed quality with cream pre sorted.</div><div>100% of the product is suitable for evaluation and for sale in stores.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>This contains the following articles:</div><div>Dresses, skirts, shirts, t-shirts, pants, shorts, etc.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 4,32 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","<div>Enfants d'été mix de bonne qualité pour le magasin avec qualité mélangé avec crème.</div><div>100% du produit est adapté à l'évaluation et à la vente en magasin.</div><div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Cela contient les articles suivants:</div><div>Robes, jupes, chemises, t-shirts, pantalons, shorts, etc.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 4,32 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","<div>Kinderen zomer mix kleding van goede kwaliteit voor winkel met gemengd kwaliteit met creme voorgesorteerd.</div><div>100% van het product is geschikt voor evaluatie en voor verkoop in winkels.</div><div><span style=\"font-size: 1em;\">Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.&nbsp;</span></div><div>Dit bevat namelijk volgende artikelen:&nbsp;</div><div>Jurken, rokken, overhemden, t-shirts, broeken, shorts, enz</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 4,32 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,108,,21,,5,25,,Used,No,pre-sorted-mixed/summer-children-mix-25kg-4-32-eur
"Winter ladies mix 25 kg","Pre-sorted mixed","Winter ladies mix 25kg.      2,76 €/kg.","Mélange d'hiver femmes 25kg.      2,76 €/kg.","Winter dames mix 25kg.      2,76 €/kg.","<div>Winter ladies mix clothes good quality for shop with cream quality.</div><div>Can be available to ship or pick up three working days after receiving payment.</div><div>This contains the following items:</div><div>Sweaters, dresses, skirts, polo long sleeves, jackets, winter shirts, shawls, hats, gloves, etc.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 2,76 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","<div>Vêtements d'hiver mixtes pour femmes de bonne qualité pour le magasin avec qualité crème.</div><div>Peut être disponible pour être expédié ou ramassé trois jours ouvrables après réception du paiement.</div><div>Cela contient les articles suivants:</div><div>Pulls, robes, jupes, polo manches longues, vestes, chemises d'hiver, châles, bonnet, gants, etc.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 2,76 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","<div>Winter dames mix kleding van goede kwaliteit voor winkel met creme kwaliteit.</div><div>100% van het product is geschikt voor taxatie en verkoop in de winkel.</div><div>Kan beschikbaar voor verzendig of afhaling een drie werkdagen na ontvangst van betaling.</div><div>Dit bevat namelijk volgende artikelen:</div><div>Truien, jurken, rokken, polo lange mouwen, jassen, winter hemden, sjaals, mutsen, handschoenen, enz.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 2,76 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Pre-order,0,69.00,100.00,21,,0,25,,Used,No,c4c-unsorted-original/winter-ladies-mix
